college,section,seats,instructor
Pitt Community College,HEA-110-08IN,2,"Ramey, J"
Pitt Community College,HEA-110-09IN,1,"Ramey, J"
Pitt Community College,HEA-110-10IN,1,"Owens, F"
Pitt Community College,HEA-110-11IN,2,"Owens, F"
Pitt Community College,HEA-110-12IN,8,"Coutouzis, N"
Pitt Community College,HEA-110-13IN,6,"Coutouzis, N"
Pitt Community College,HEA-110-15IN,0,"Ramey, J"
Pitt Community College,HEA-110-16IN,2,"Coutouzis, N"
Pitt Community College,HEA-110-17IN,2,"Coutouzis, N"
Pitt Community College,HEA-110-18IN,7,"Coutouzis, N"
Pitt Community College,HIS-111-01IN,0,"Doumaux, T"
Pitt Community College,HIS-111-02IN,1,"Doumaux, T"
Pitt Community College,HIS-111-03IN,4,"Doumaux, T"
Pitt Community College,HIS-112-01IN,2,"Doumaux, T"
Pitt Community College,HIS-131-03IN,1,"Bishop, W"
Pitt Community College,HIS-131-04IN,2,"Bishop, W"
Pitt Community College,HIS-131-05IN,5,"Bishop, W"
Pitt Community College,HIS-131-06IN,5,"Bishop, W"
Pitt Community College,HIS-131-08IN,2,"Bishop, W"
Pitt Community College,HIS-131-09IN,1,"Bishop, W"
Pitt Community College,HIS-131-10CH,2,"Bishop, W"
Pitt Community College,HIS-132-01IN,7,"Dunn, A"
Pitt Community College,HIS-132-02IN,10,"Dunn, A"
Pitt Community College,HIS-132-03IN,1,"Doumaux, T"
Pitt Community College,HIS-132-05IN,4,"Dunn, A"
Pitt Community College,HIS-132-06IN,6,"Dunn, A"
Pitt Community College,HIS-132-07IN,7,"Doumaux, T"
Pitt Community College,HIT-110-01IN,0,"Flynn, T"
Pitt Community College,HIT-112-01IN,0,"Flynn, T"
Pitt Community College,HIT-114-01IN,0,"Gooding, C"
Pitt Community College,HIT-124-01IN,11,"Walker, A"
Pitt Community College,HIT-210-01IN,13,"Flynn, T"
Pitt Community College,HIT-211-01IN,6,"Walker, A"
Pitt Community College,HIT-214-01IN,10,"Gooding, C"
Pitt Community College,HIT-215-01IN,11,"Gooding, C"
Pitt Community College,HIT-216-01IN,10,"Walker, A"
Pitt Community College,HIT-220-01IN,12,"Flynn, T"
Pitt Community College,HIT-225-01IN,9,"Gooding, C"
Pitt Community College,HIT-226-01IN,8,"Bell, P"
Pitt Community College,HIT-280-01IN,10,"Walker, A"
Pitt Community College,HMT-110-01IN,11,"Moody, K"
Pitt Community College,HMT-210-01IN,12,"Moody, K"
Pitt Community College,HMT-212-01IN,7,"Smith, S"
Pitt Community College,HMT-215-01IN,15,"Smith, S"
Pitt Community College,HMT-220-03IS,0,"Moody, K"
Pitt Community College,HMT-225-03IS,0,"Moody, K"
Pitt Community College,HOR-112-01IN,6,"Elpers, M"
Pitt Community College,HOR-160C-01IN,0,"Pittman, J"
Pitt Community College,HOR-162-01IN,0,"Elpers, M"
Pitt Community College,HOR-166-01IN,7,"Elpers, M"
Pitt Community College,HSC-110-01IN,1,"Parker, D"
Pitt Community College,HSC-110-02IN,3,"Parker, D"
Pitt Community College,HSC-110-03IN,2,"King, D"
Pitt Community College,HSC-110-04IN,2,"Dixon, L"
Pitt Community College,HSC-110-05IN,2,"King, D"
Pitt Community College,HSC-110-06IN,0,"Parker, D"
Pitt Community College,HSC-110-07IN,2,"Parker, D"
Pitt Community College,HSC-110-08IN,1,"Parker, D"
Pitt Community College,HSC-110-09IN,1,"Parker, D"
Pitt Community College,HSC-110-10IN,2,"Dixon, L"
Pitt Community College,HSC-110-11IN,2,"Lassiter, L"
Pitt Community College,HSC-110-12IN,4,"Purkett, T"
Pitt Community College,HSC-110-13IN,2,"Purkett, T"
Pitt Community College,HSC-110-14IN,2,"Rawls, T"
Pitt Community College,HSC-110-15IN,6,"Lassiter, L"
Pitt Community College,HSE-110-03IN,2,"Civils, L"
Pitt Community College,HSE-110-04IN,7,"Outlaw, K"
Pitt Community College,HSE-110-06IN,3,"Outlaw, K"
Pitt Community College,HSE-110-07IN,10,"Outlaw, K"
Pitt Community College,HSE-112-05IN,2,"Peralta, A"
Pitt Community College,HSE-112-06IN,0,"Peralta, A"
Pitt Community College,HSE-112-07IN,0,"Outlaw, K"
Pitt Community College,HSE-123-05IN,0,"Peralta, A"
Pitt Community College,HSE-123-06IN,0,"Outlaw, K"
Pitt Community College,HSE-135-01IN,2,"Civils, L"
Pitt Community College,HSE-135-02IN,2,"Leggett, T"
Pitt Community College,HSE-135-03IN,5,"Civils, L"
Pitt Community College,HSE-210-02IN,0,"Civils, L"
Pitt Community College,HSE-212-01IN,15,"Simonowich, P"
Pitt Community College,HSE-255-01IN,0,"Peralta, A"
Pitt Community College,HUM-110-01IN,0,"Hasty, M"
Pitt Community College,HUM-110-02IN,0,"Hasty, M"
Pitt Community College,HUM-110-03IN,11,"Turnage, K"
Pitt Community College,HUM-115-01IN,1,"Holsten, A"
Pitt Community College,HUM-115-02IN,3,"Turner, D"
Pitt Community College,HUM-115-03IN,3,"Turner, D"
Pitt Community College,HUM-115-05IN,5,"Holsten, A"
Pitt Community College,HUM-115-10IN,7,"Jackson, P"
Pitt Community College,HUM-115-11IN,11,"Butts, M"
Pitt Community College,HUM-115-12IN,5,"Butts, M"
Pitt Community College,HUM-115-13IN,10,"Butts, M"
Pitt Community College,HUM-115-14IN,10,"Butts, M"
Pitt Community College,HUM-115-30IN,17,"Jackson, P"
Pitt Community College,HUM-115-31IN,16,"Clark, J"
Pitt Community College,HUM-115-32IN,15,"Clark, J"
Pitt Community College,HUM-115-33IN,14,"Reynolds, C"
Pitt Community College,HUM-115-34IN,13,"Reynolds, C"
Pitt Community College,HUM-115-35IN,17,"Cloughley, D"
Pitt Community College,HUM-115-37IN,15,"Turnage, K"
Pitt Community College,HUM-115-38IN,12,"Hasty, M"
Pitt Community College,HUM-115-44IN,2,"Jackson, P"
Pitt Community College,HUM-115-45IN,4,"Reynolds, C"
Pitt Community College,HUM-115-81IN,12,"Worthington, B"
Pitt Community College,HUM-120-01IN,3,"Temple, S"
Pitt Community College,HUM-120-02IN,5,"Temple, S"
Pitt Community College,HUM-120-03IN,2,"Moore-Cobb, C"
Pitt Community College,HUM-120-04IN,12,"Moore-Cobb, C"
Pitt Community College,HUM-130-01IN,1,"Jefferson, S"
Pitt Community College,HUM-130-02IN,1,"Jefferson, S"
Pitt Community College,HUM-130-03IN,0,"Jefferson, S"
Pitt Community College,HUM-130-04IN,12,"Jefferson, S"
Pitt Community College,INT-110-02IN,1,"Clyde, K"
Pitt Community College,INT-110-03IN,14,"Clyde, K"
Pitt Community College,ISC-112-01IN,1,"Wiggins, E"
Pitt Community College,ISC-112-02IN,3,"Lewis, O"
Pitt Community College,ISC-115-02IN,2,"Wiggins, E"
Pitt Community College,ISC-115-05IN,3,"Wiggins, E"
Pitt Community College,ISC-131-01IN,4,"Manning, D"
Pitt Community College,ISC-135-01IN,8,"Manning, D"
Pitt Community College,ISC-243-01IN,14,"Manning, D"
Pitt Community College,LEX-110-02IN,10,"Coleman, V"
Pitt Community College,LEX-130-01IN,11,"Coleman, V"
Pitt Community College,LEX-210-02IN,12,"Coleman, V"
Pitt Community College,LEX-240-01IN,8,"Clark, L"
Pitt Community College,LEX-250-02IN,16,"Coleman, V"
Pitt Community College,LEX-280-01IN,10,"Young, C"
Pitt Community College,MAM-109-01IN,8,"Daniel, M"
Pitt Community College,MAT-003-02IN,7,"Sharp, D, Stancil, C"
Pitt Community College,MAT-003-07IN,5,"Bridgers, T"
Pitt Community College,MAT-003-10IN,1,"Beddard, M"
Pitt Community College,MAT-003-11IN,4,"Mason, L"
Pitt Community College,MAT-003-12IN,13,"Mason, L"
Pitt Community College,MAT-003-80IN,4,"Gray, S"
Pitt Community College,MAT-003-82IN,1,"Perry, P"
Pitt Community College,MAT-003-83IN,3,"Beddard, M"
Pitt Community College,MAT-010-CR30,3,"Mason, L"
Pitt Community College,MAT-010-CR41,3,"Edwards, P"
Pitt Community College,MAT-010-CR42,2,"Edwards, P"
Pitt Community College,MAT-010-CR80,2,"Mason, L"
Pitt Community College,MAT-021-CR42,2,"Gray-Godley, S"
Pitt Community College,MAT-021-CR43,1,"Knapp, R"
Pitt Community College,MAT-021-CR44,2,"Gray, S"
Pitt Community College,MAT-043-CR30,2,"Bridgers, T"
Pitt Community College,MAT-052-CR31,2,"Mullins, G"
Pitt Community College,MAT-052-CR46,3,"Mullins, G"
Pitt Community College,MAT-071-CR30,2,"Knapp, R"
Pitt Community College,MAT-071-CR32,1,"Knapp, R"
Pitt Community College,MAT-071-CR33,3,"Edwards, P"
Pitt Community College,MAT-110-02IN,1,"Mullins, G"
Pitt Community College,MAT-110-30IN,1,"Edwards, P"
Pitt Community College,MAT-110-41IN,0,"Smith, L"
Pitt Community College,MAT-110-42IN,0,"Smith, L"
Pitt Community College,MAT-110-CR30,4,"Edwards, P"
Pitt Community College,MAT-110-CR41,3,"Smith, L"
Pitt Community College,MAT-110-CR42,2,"Smith, L"
Pitt Community College,MAT-121-01IN,1,"Vick, S"
Pitt Community College,MAT-121-30IN,0,"McMahon, T"
Pitt Community College,MAT-121-41IN,1,"Knapp, R"
Pitt Community College,MAT-121-42IN,1,"Knapp, R"
Pitt Community College,MAT-121-43IN,0,"Knapp, R"
Pitt Community College,MAT-121-44IN,0,"Vick, S"
Pitt Community College,MAT-121-CR42,1,"Knapp, R"
Pitt Community College,MAT-121-CR43,2,"Knapp, R"
Pitt Community College,MAT-121-CR44,2,"Vick, S"
Pitt Community College,MAT-143-01IN,0,"Srivastava, V"
Pitt Community College,MAT-143-02IN,0,"Lewis, K"
Pitt Community College,MAT-143-30IN,0,"Srivastava, V"
Pitt Community College,MAT-143-41IN,4,"McMahon, T"
Pitt Community College,MAT-143-42IN,1,"Srivastava, V"
Pitt Community College,MAT-143-CR30,2,"Srivastava, V"
Pitt Community College,MAT-152-02IN,0,"Long, D"
Pitt Community College,MAT-152-03IN,1,"Lewis, K"
Pitt Community College,MAT-152-31IN,0,"Smith, L"
Pitt Community College,MAT-152-41IN,6,"Robbins, V"
Pitt Community College,MAT-152-42IN,0,"Long, D"
Pitt Community College,MAT-152-43IN,0,"Long, D"
Pitt Community College,MAT-152-44IN,0,"Woodley, S"
Pitt Community College,MAT-152-45IN,2,"Woodley, S"
Pitt Community College,MAT-152-46IN,0,"Woodley, S"
Pitt Community College,MAT-152-47IN,1,"Long, D"
Pitt Community College,MAT-152-CR31,3,"Smith, L"
Pitt Community College,MAT-152-CR46,3,"Woodley, S"
Pitt Community College,MAT-171-01IN,10,"Welch, A"
Pitt Community College,MAT-171-02IN,1,"Robbins, V"
Pitt Community College,MAT-171-03IN,1,"Vilkomir, T"
Pitt Community College,MAT-171-04IN,0,"Long, D"
Pitt Community College,MAT-171-06IN,0,"Long, D"
Pitt Community College,MAT-171-07IN,0,"Lewis, K"
Pitt Community College,MAT-171-08IN,5,"Whitehead, M"
Pitt Community College,MAT-171-09IN,1,"Credle, Z"
Pitt Community College,MAT-171-17IN,1,"McMahon, T"
Pitt Community College,MAT-171-18IN,0,"Cole, A"
Pitt Community College,MAT-171-25IN,1,"Cole, A"
Pitt Community College,MAT-171-28IN,20,"Sun, J"
Pitt Community College,MAT-171-30IN,0,"McMahon, T"
Pitt Community College,MAT-171-32IN,1,"McMahon, T"
Pitt Community College,MAT-171-33IN,1,"McMahon, T"
Pitt Community College,MAT-171-41IN,2,"Cole, A"
Pitt Community College,MAT-171-42IN,1,"Lewis, K"
Pitt Community College,MAT-171-43IN,2,"Lewis, K"
Pitt Community College,MAT-171-44IN,1,"Knox, A"
Pitt Community College,MAT-171-CR30,2,"McMahon, T"
Pitt Community College,MAT-171-CR32,1,"McMahon, T"
Pitt Community College,MAT-171-CR33,3,"McMahon, T"
Pitt Community College,MAT-172-01IN,1,"Lewis, K"
Pitt Community College,MAT-172-03IN,2,"Tate, V"
Pitt Community College,MAT-172-25IN,0,"Cole, A"
Pitt Community College,MAT-172-41IN,0,"Cole, A"
Pitt Community College,MAT-263-01IN,0,"Long, D"
Pitt Community College,MAT-271-04IN,11,"Cole, A"
Pitt Community College,MAT-272-01IN,3,"Smith, L"
Pitt Community College,MEC-111C-01IN,5,"Mabry, G"
Pitt Community College,MEC-130C-01IN,8,"Gallardo, T"
Pitt Community College,MEC-161-01IN,0,"Manning, D"
Pitt Community College,MED-110-01IN,0,"Sugg, K"
Pitt Community College,MED-110-02IN,0,"Sugg, K"
Pitt Community College,MED-114-01IN,0,"Sugg, K"
Pitt Community College,MED-114-02IN,0,"Sugg, K"
Pitt Community College,MED-116-02IN,8,"McLawhorn, M"
Pitt Community College,MED-116-03IN,14,"McLawhorn, M"
Pitt Community College,MED-118-01IN,1,"Smith, S"
Pitt Community College,MED-118-60IN,7,"Holder, V"
Pitt Community College,MED-120-02IN,4,"Smith, S"
Pitt Community College,MED-120-03IN,2,"Holder, V"
Pitt Community College,MED-120-04IN,16,"Holder, V"
Pitt Community College,MED-120-60IN,12,"Holder, V"
Pitt Community College,MED-120-61IN,23,"Holder, V"
Pitt Community College,MED-122-02IN,1,"McLawhorn, M"
Pitt Community College,MED-122-03IN,0,"McLawhorn, M"
Pitt Community College,MED-122-04IN,12,"McLawhorn, M"
Pitt Community College,MED-262-01IN,5,"Sugg, K"
Pitt Community College,MED-264-01IN,5,"Sugg, K"
Pitt Community College,MED-270-02IN,0,"Stepps, C"
Pitt Community College,MED-272-01IN,0,"Harris, C"
Pitt Community College,MKT-120-02IN,5,"Ambrose, A"
Pitt Community College,MKT-120-03IN,4,"Bowers, M"
Pitt Community College,MKT-120-04IN,8,"Ambrose, A"
Pitt Community College,MKT-121-02IN,2,"Bowers, M"
Pitt Community College,MKT-220-01IN,8,"Ashley, R"
Pitt Community College,MKT-223-02IN,0,"Bowers, M"
Pitt Community College,MKT-232-02IN,0,"Bowers, M"
Pitt Community College,MNT-110C-01IN,10,"Filmore, W"
Pitt Community College,MNT-240C-01IN,5,"Gallardo, T"
Pitt Community College,MNT-270C-01IN,12,"Gallardo, T"
Pitt Community College,MUS-110-06IN,1,"Spell, C"
Pitt Community College,MUS-110-07IN,2,"Prodoehl, D"
Pitt Community College,MUS-110-08IN,4,"Cooper, J"
Pitt Community College,MUS-110-09IN,2,"Blackwood, H"
Pitt Community College,MUS-110-10IN,2,"Mossey-Ponzi, A"
Pitt Community College,MUS-110-11IN,2,"Shirley, C"
Pitt Community College,MUS-110-12IN,2,"Waddell, R"
Pitt Community College,MUS-110-16IN,1,"Pollock, H"
Pitt Community College,MUS-110-17IN,1,"Spell, C"
Pitt Community College,MUS-110-18IN,5,"Pollock, H"
Pitt Community College,MUS-110-19IN,0,"Prodoehl, D"
Pitt Community College,MUS-110-22IN,0,"Spell, C"
Pitt Community College,MUS-110-36IN,1,"McNeill, R"
Pitt Community College,MUS-110-37IN,19,"Kunz, S"
Pitt Community College,MUS-112-04IN,5,"Gilliam, J"
Pitt Community College,MUS-113-02IN,12,"Spell, L"
Pitt Community College,MUS-121-01IN,4,"Kunz, S"
Pitt Community College,MUS-125-01IN,7,"Stephenson, R"
Pitt Community College,MUS-151-01IN,0,"McNeill, R"
Pitt Community College,MUS-152-01IN,7,"McNeill, R"
Pitt Community College,MUS-210-01IN,18,"Stephenson, R"
Pitt Community College,NET-125-02IN,10,"Allen, S"
Pitt Community College,NET-126-02IN,7,"Allen, S"
Pitt Community College,NMT-110-01IN,1,"Griffith, T"
Pitt Community College,NMT-110-02IN,0,"Moore, S"
Pitt Community College,NMT-110A-01IN,2,"Griffith, T"
Pitt Community College,NMT-110A-02IN,0,"Moore, S"
Pitt Community College,NMT-126-01IN,1,"Griffith, T"
Pitt Community College,NMT-126-02IN,9,"Griffith, T"
Pitt Community College,NMT-134-01IN,9,"Griffith, T"
Pitt Community College,NMT-134-02IN,1,"Griffith, T"
Pitt Community College,NMT-212-02IN,9,"Clinefelter, S"
Pitt Community College,NMT-212-03IN,1,"Clinefelter, S"
Pitt Community College,NMT-212A-02IN,9,"Clinefelter, S"
Pitt Community College,NMT-212A-03IN,14,"Clinefelter, S"
Pitt Community College,NMT-214-01IN,4,"Griffith, T"
Pitt Community College,NMT-214-02IN,6,"Clinefelter, S"
Pitt Community College,NMT-215-01IN,1,"Moore, S"
Pitt Community College,NMT-218-01IN,1,"Moore, S"
Rowan-Cabarrus Community College,ACA-115-5501N,2,"Richards, D"
Rowan-Cabarrus Community College,ACA-115-5522N,13,"Richards, D"
Rowan-Cabarrus Community College,ACA-118-5601N,5,"Walker, T"
Rowan-Cabarrus Community College,ACA-118-5612N,0,"Walker, T"
Rowan-Cabarrus Community College,ACA-118-5621N,5,"Alcombright, C"
Rowan-Cabarrus Community College,ACA-118-800N,3,"Alcombright, C"
Rowan-Cabarrus Community College,ACA-122-5501N,2,"Boone, T"
Rowan-Cabarrus Community College,ACA-122-5511N,3,"Moser, S"
Rowan-Cabarrus Community College,ACA-122-5521N,1,"Pair, T"
Rowan-Cabarrus Community College,ACA-122-5531N,2,"Moser, S"
Rowan-Cabarrus Community College,ACA-122-5572N,0,"Dixon, D"
Rowan-Cabarrus Community College,ACA-122-5582N,0,"Boone, T"
Rowan-Cabarrus Community College,ACA-122-5592N,0,"Moser, S"
Rowan-Cabarrus Community College,ACA-122-5652N,0,"Gee, J"
Rowan-Cabarrus Community College,ACA-122-5702N,0,"Boone, T"
Rowan-Cabarrus Community College,ACA-122-5711N,3,"Boone, T"
Rowan-Cabarrus Community College,ACA-122-5722N,16,"Bartram, A"
Rowan-Cabarrus Community College,ACA-122-800N,1,"Pair, T"
Rowan-Cabarrus Community College,ACA-122-801N,1,"Traina, D"
Rowan-Cabarrus Community College,ACA-122-802N,1,"Traina, D"
Rowan-Cabarrus Community College,ACA-122-803N,8,"Bartram, A"
Rowan-Cabarrus Community College,ACC-120-5501N,7,"Nichols, C"
Rowan-Cabarrus Community College,ACC-120-800N,2,"Nichols, C"
Rowan-Cabarrus Community College,ACC-120-801N,4,"Nichols, C"
Rowan-Cabarrus Community College,ACC-120-802N,5,"Nichols, C"
Rowan-Cabarrus Community College,ACC-120-803N,1,"Nichols, C"
Rowan-Cabarrus Community College,ACC-120-804N,13,"Vest, P"
Rowan-Cabarrus Community College,ACC-121-5502N,17,"Sherrill, J"
Rowan-Cabarrus Community College,ACC-121-800N,2,"Vest, P"
Rowan-Cabarrus Community College,ACC-129-800N,11,"Vest, P"
Rowan-Cabarrus Community College,ACC-132-800N,15,"Pounds, S"
Rowan-Cabarrus Community College,ACC-149-800N,13,"Sherrill, B"
Rowan-Cabarrus Community College,ACC-220-5502N,16,"Cranford, M"
Rowan-Cabarrus Community College,ACC-221-800N,14,"Cranford, M"
Rowan-Cabarrus Community College,ACC-225-800N,8,"Cranford, M"
Rowan-Cabarrus Community College,ACC-240-800N,20,"Cranford, M"
Rowan-Cabarrus Community College,ACC-250-5502N,25,
Rowan-Cabarrus Community College,ACC-269-800N,17,"Cranford, M"
Rowan-Cabarrus Community College,ANT-210-5501N,3,"Honeycutt, K"
Rowan-Cabarrus Community College,ANT-210-5512N,18,"Honeycutt, K"
Rowan-Cabarrus Community College,ART-111-5502N,0,"Gregory, W"
Rowan-Cabarrus Community College,ART-111-5512N,17,"Naganoma, M"
Rowan-Cabarrus Community College,ART-111-800N,0,"Raab, R"
Rowan-Cabarrus Community College,ART-111-801N,0,"Gregory, W"
Rowan-Cabarrus Community College,ART-111-802N,0,"Couch, M"
Rowan-Cabarrus Community College,ART-111-803N,2,"Raab, R"
Rowan-Cabarrus Community College,ART-111-804N,2,"Gregory, W"
Rowan-Cabarrus Community College,ART-111-805N,1,"Couch, M"
Rowan-Cabarrus Community College,ART-111-806N,1,"Raab, R"
Rowan-Cabarrus Community College,ART-111-807N,0,"Gregory, W"
Rowan-Cabarrus Community College,ART-111-808N,4,"Couch, M"
Rowan-Cabarrus Community College,ART-111-809N,4,"Pascucci, M"
Rowan-Cabarrus Community College,ART-111-810N,7,"Dwyer, P"
Rowan-Cabarrus Community College,ART-114-800N,8,"Rodenberg, M"
Rowan-Cabarrus Community College,ART-114-801N,8,"Dwyer, P"
Rowan-Cabarrus Community College,ART-114-802N,6,"Dwyer, P"
Rowan-Cabarrus Community College,ART-115-800N,11,"Rodenberg, M"
Rowan-Cabarrus Community College,ART-115-801N,18,"Kola-Bankole, F"
Rowan-Cabarrus Community College,ART-121-800N,0,"Casserly, S"
Rowan-Cabarrus Community College,ART-131-800N,3,"Frank, M"
Rowan-Cabarrus Community College,ART-131-801N,2,"Surace, H"
Rowan-Cabarrus Community College,ART-132-800N,3,"Frank, M"
Rowan-Cabarrus Community College,ART-132-801N,2,"Surace, H"
Rowan-Cabarrus Community College,AST-111-800N,3,"Lambdin, K"
Rowan-Cabarrus Community College,AST-111-801N,8,"Howard, J"
Rowan-Cabarrus Community College,AST-111A-800N,1,"Howard, J"
Rowan-Cabarrus Community College,AST-151-800N,4,"Lambdin, K"
Rowan-Cabarrus Community College,AST-151-801N,2,"Lambdin, K"
Rowan-Cabarrus Community College,AST-151-802N,5,"Lambdin, K"
Rowan-Cabarrus Community College,BIO-110-5502N,0,"Madrazo, D"
Rowan-Cabarrus Community College,BIO-110-800N,2,"Webster, K"
Rowan-Cabarrus Community College,BIO-110-801N,1,"Madrazo, D"
Rowan-Cabarrus Community College,BIO-110-802N,1,"English, S"
Rowan-Cabarrus Community College,BIO-110-803N,3,"Davis, M"
Rowan-Cabarrus Community College,BIO-110-804N,2,"Webster, K"
Rowan-Cabarrus Community College,BIO-110-805N,2,"Von Briesen, A"
Rowan-Cabarrus Community College,BIO-110-806N,1,"Reichenberg, L"
Rowan-Cabarrus Community College,BIO-140-800N,10,"English, S"
Rowan-Cabarrus Community College,BIO-168-800N,1,"Allen, S"
Rowan-Cabarrus Community College,BIO-168-801N,4,"Liberty, R"
Rowan-Cabarrus Community College,BIO-168-802N,7,"Liberty, R"
Rowan-Cabarrus Community College,BIO-168-803N,0,"West, K"
Rowan-Cabarrus Community College,BIO-168-804N,3,"Webster, K"
Rowan-Cabarrus Community College,BIO-168-805N,8,"English, S"
Rowan-Cabarrus Community College,BIO-169-800N,1,"Hassanpour, Z"
Rowan-Cabarrus Community College,BIO-169-801N,5,"Hassanpour, Z"
Rowan-Cabarrus Community College,BIO-169-802N,0,"West, K"
Rowan-Cabarrus Community College,BIO-175-800N,5,"Foley, S"
Rowan-Cabarrus Community College,BIO-175-801N,3,"Foley, S"
Rowan-Cabarrus Community College,BIO-175-802N,2,"Lowder, M"
Rowan-Cabarrus Community College,BIO-175-803N,3,"Lowder, M"
Rowan-Cabarrus Community College,BIO-175-804N,3,"Hendricks, M"
Rowan-Cabarrus Community College,BPR-130-800N,5,"Walker, S"
Rowan-Cabarrus Community College,BUS-110-800N,6,"Sidi, R"
Rowan-Cabarrus Community College,BUS-110-801N,6,"Sidi, R"
Rowan-Cabarrus Community College,BUS-110-802N,3,"Sidi, R"
Rowan-Cabarrus Community College,BUS-110-803N,16,"Sidi, R"
Rowan-Cabarrus Community College,BUS-115-800N,3,"Barnhill, C"
Rowan-Cabarrus Community College,BUS-115-801N,3,"Barnhill, C"
Rowan-Cabarrus Community College,BUS-115-802N,20,"Barnhill, C"
