college,section,seats,instructor
Wake Technical Community College,BIO-169-0005,2,"Voelker, L"
Wake Technical Community College,BIO-169-0020,0,"McKinney, Z"
Wake Technical Community College,BIO-169-5002,20,"Roberts, C"
Wake Technical Community College,BIO-169-5003,9,"Todd, M"
Wake Technical Community College,BIO-175-0002,19,"Leverton, L"
Wake Technical Community College,BIO-175-5001,19,"Nunez, B"
Wake Technical Community College,BIO-175-5003,1,"Vinal, A"
Wake Technical Community College,BIO-175-5004,20,"Johnson, G"
Wake Technical Community College,BIO-175-5005,3,"Fraites, M"
Wake Technical Community College,BIO-275-0020,1,"Blair, A"
Wake Technical Community College,BIO-275-5001,5,"Miller-Kittrell, M"
Wake Technical Community College,BPR-130-0001,5,"Taylor, Z"
Wake Technical Community College,BPR-130-0002,1,"Lofton, G"
Wake Technical Community College,BUS-110-0001,7,"Peters, N"
Wake Technical Community College,BUS-110-0002,3,"Fleming, C"
Wake Technical Community College,BUS-110-0003,5,"Peters, N"
Wake Technical Community College,BUS-110-0004,3,"Woodhull-Smith, J"
Wake Technical Community College,BUS-110-0005,6,"Powers, L"
Wake Technical Community College,BUS-110-0006,1,"Flaherty, K"
Wake Technical Community College,BUS-110-0007,2,"Grossman, S"
Wake Technical Community College,BUS-110-0009,2,"Steele, M"
Wake Technical Community College,BUS-110-0013,0,"Marcin, J"
Wake Technical Community College,BUS-110-0015,0,"Parker, T"
Wake Technical Community College,BUS-110-0016,0,"Myers, J"
Wake Technical Community College,BUS-110-5001,2,"Barton, D"
Wake Technical Community College,BUS-110-5002,3,"Jetton, K"
Wake Technical Community College,BUS-110-5003,4,"Best, M"
Wake Technical Community College,BUS-110-5004,0,"Flaherty, K"
Wake Technical Community College,BUS-110-5005,0,"Flaherty, K"
Wake Technical Community College,BUS-110-5008,0,"Parker, T"
Wake Technical Community College,BUS-110-5009,2,"Peters, N"
Wake Technical Community College,BUS-110-5010,1,"Barton, D"
Wake Technical Community College,BUS-110-5011,3,"Fleming, C"
Wake Technical Community College,BUS-110-5012,4,"Barton, D"
Wake Technical Community College,BUS-110-5014,2,"Peters, N"
Wake Technical Community College,BUS-110-5015,2,"Jetton, K"
Wake Technical Community College,BUS-110-5017,3,"Powers, L"
Wake Technical Community College,BUS-110-5018,3,"Best, M"
Wake Technical Community College,BUS-110-5024,4,"Parker, T"
Wake Technical Community College,BUS-115-0001,1,"Early, S"
Wake Technical Community College,BUS-115-0002,7,"Albahrawy, D"
Wake Technical Community College,BUS-115-0003,2,"Albahrawy, D"
Wake Technical Community College,BUS-115-0004,2,"King, M"
Wake Technical Community College,BUS-115-0006,2,"King, M"
Wake Technical Community College,BUS-115-0008,0,"Early, S"
Wake Technical Community College,BUS-115-0010,0,"Fleming, C"
Wake Technical Community College,BUS-115-5001,0,"Early, S"
Wake Technical Community College,BUS-115-5005,4,"Albahrawy, D"
Wake Technical Community College,BUS-115-5006,1,"Albahrawy, D"
Wake Technical Community College,BUS-115-5007,1,"Millberg, L"
Wake Technical Community College,BUS-115-5009,2,"Early, S"
Wake Technical Community College,BUS-116-0001,4,"Albahrawy, D"
Wake Technical Community College,BUS-116-0002,4,"Albahrawy, D"
Wake Technical Community College,BUS-116-5001,12,"Albahrawy, D"
Wake Technical Community College,BUS-121-0001,5,"Gentry, S"
Wake Technical Community College,BUS-121-0002,4,"Jones, C"
Wake Technical Community College,BUS-121-0003,4,"Babel, B"
Wake Technical Community College,BUS-121-0004,9,"Jones, C"
Wake Technical Community College,BUS-121-5136,5,"Cornell, K"
Wake Technical Community College,BUS-121-5202,1,"Gentry, S"
Wake Technical Community College,BUS-121-5271,1,"Watson, C"
Wake Technical Community College,BUS-121-5836,4,"Babel, B"
Wake Technical Community College,BUS-125-0001,3,"Rusczak, R"
Wake Technical Community College,BUS-125-0002,3,"Rusczak, R"
Wake Technical Community College,BUS-125-0003,0,"Powers, L"
Wake Technical Community College,BUS-125-5001,0,"Rusczak, R"
Wake Technical Community College,BUS-125-5002,8,"Powers, L"
Wake Technical Community College,BUS-137-0001,10,"King, M"
Wake Technical Community College,BUS-137-0002,3,"Flaherty, K"
Wake Technical Community College,BUS-137-0003,0,"King, M"
Wake Technical Community College,BUS-137-0004,3,"Steele, M"
Wake Technical Community College,BUS-137-0005,3,"Fleming, C"
Wake Technical Community College,BUS-137-0006,0,"Hawkins, D"
Wake Technical Community College,BUS-137-5001,1,"Fleming, C"
Wake Technical Community College,BUS-137-5002,0,"Hawkins, D"
Wake Technical Community College,BUS-137-5003,3,"Grossman, S"
Wake Technical Community College,BUS-137-5006,0,"Steele, M"
Wake Technical Community College,BUS-137-5007,4,"Grossman, S"
Wake Technical Community College,BUS-137-5009,2,"King, M"
Wake Technical Community College,BUS-139-0001,3,"Grossman, S"
Wake Technical Community College,BUS-139-0002,2,"Jetton, K"
Wake Technical Community College,BUS-139-0003,11,"Jetton, K"
Wake Technical Community College,BUS-139-5001,4,"Grossman, S"
Wake Technical Community College,BUS-139-5002,1,"Fleming, C"
Wake Technical Community College,BUS-151-0001,1,"Peters, N"
Wake Technical Community College,BUS-151-5001,0,"Peters, N"
Wake Technical Community College,BUS-153-0001,2,"Barton, D"
Wake Technical Community College,BUS-153-0002,1,"Ross, K"
Wake Technical Community College,BUS-153-0004,0,"Barton, D"
Wake Technical Community College,BUS-153-5001,0,"Barton, D"
Wake Technical Community College,BUS-173-0001,16,"Rusczak, R"
Wake Technical Community College,BUS-217-0001,1,"Early, S"
Wake Technical Community College,BUS-225-5871,4,"Zimmerman, M"
Wake Technical Community College,BUS-228-0001,9,"McLane, P"
Wake Technical Community College,BUS-230-0001,3,"Jetton, K"
Wake Technical Community College,BUS-230-0003,0,"Jetton, K"
Wake Technical Community College,BUS-240-0002,0,"Fleming, C"
Wake Technical Community College,BUS-240-5001,1,"Early, S"
Wake Technical Community College,BUS-240-5002,0,"Early, S"
Wake Technical Community College,BUS-245-0001,1,"Jetton, K"
Wake Technical Community College,BUS-255-0001,1,"Flaherty, K"
Wake Technical Community College,BUS-255-0002,0,"Steele, M"
Wake Technical Community College,BUS-256-0001,4,"Best, M"
Wake Technical Community College,BUS-258-0001,0,"Ross, K"
Wake Technical Community College,BUS-259-0001,13,"Barton, D"
Wake Technical Community College,BUS-260-0001,5,"Powers, L"
Wake Technical Community College,BUS-285-0001,0,"Grossman, S"
Wake Technical Community College,CAT-211-0001,4,"Pastor, S"
Wake Technical Community College,CCT-121-0001,10,"Warner, B"
Wake Technical Community College,CCT-121-0002,8,"Wood, M"
Wake Technical Community College,CCT-121-5003,10,"Warner, B"
Wake Technical Community College,CCT-250-0001,11,"James, C"
Wake Technical Community College,CCT-250-5002,18,"James, C"
Wake Technical Community College,CCT-250-5003,8,"James, C"
Wake Technical Community College,CEG-111-0002,6,"Brackett, H"
Wake Technical Community College,CEG-151-0001,12,"Leone, S"
Wake Technical Community College,CEG-210-0001,1,"Ihnatolya, C"
Wake Technical Community College,CEG-211-0001,9,"Ihnatolya, C"
Wake Technical Community College,CHM-090-0001,2,"Whitehead, J"
Wake Technical Community College,CHM-090-0002,9,"Waldner, J"
Wake Technical Community College,CHM-090-5201,10,"Reel, J"
Wake Technical Community College,CHM-090-5236,5,"Reel, J"
Wake Technical Community College,CHM-090-5836,3,"Roche, M"
Wake Technical Community College,CHM-130-0001,3,"Lockney, D"
Wake Technical Community College,CHM-130-5301,25,"Singh, D"
Wake Technical Community College,CHM-130-5302,4,"Lockney, D"
Wake Technical Community College,CHM-131-0001,13,"Knox, R"
Wake Technical Community College,CHM-131-5136,5,"Singh, D"
Wake Technical Community College,CHM-131-5301,1,"Knox, R"
Wake Technical Community College,CHM-131A-0001,1,"Knox, R"
Wake Technical Community College,CHM-131A-5301,3,"Knox, R"
Wake Technical Community College,CHM-131A-5302,3,"Knox, R"
Wake Technical Community College,CHM-151-0001,16,"Cheatham, T"
Wake Technical Community College,CHM-151-5138,10,"Warren, A"
Wake Technical Community College,CHM-151-5201,17,"Anhorn, M"
Wake Technical Community College,CHM-151-5203,9,"Dixit, A"
Wake Technical Community College,CHM-151-5205,2,"Cade, C"
Wake Technical Community College,CHM-151-5236,75,"Whitehead, J, Burns, C"
Wake Technical Community College,CHM-151-5271,2,"Peiris, P"
Wake Technical Community College,CHM-152-0001,9,"Allen, D"
Wake Technical Community College,CHM-152-5103,4,"Heffner, P"
Wake Technical Community College,CHM-152-5201,4,"Sacco, C"
Wake Technical Community College,CHM-152-5202,11,"Dogbe, J, Steffens, S"
Wake Technical Community College,CIS-110-0001,11,"Henry, M"
Wake Technical Community College,CIS-110-0002,10,"Anderton, A"
Wake Technical Community College,CIS-110-0003,4,"Bouknight-Lyons, C"
Wake Technical Community College,CIS-110-0004,9,"Marand, M"
Wake Technical Community College,CIS-110-0005,5,"Bouknight-Lyons, C"
Wake Technical Community College,CIS-110-0006,3,"Sayers, R"
Wake Technical Community College,CIS-110-0007,3,"Harris, J"
Wake Technical Community College,CIS-110-0008,5,"Sayers, R"
Wake Technical Community College,CIS-110-0009,5,"Bouknight-Lyons, C"
Wake Technical Community College,CIS-110-0010,4,"Harris, J"
Wake Technical Community College,CIS-110-0011,5,"Bailey, W"
Wake Technical Community College,CIS-110-0012,9,"Kemp, N"
Wake Technical Community College,CIS-110-0013,14,"Parker, Y"
Wake Technical Community College,CIS-110-5101,3,"Anderton, A"
Wake Technical Community College,CIS-110-5102,4,"Anderton, A"
Wake Technical Community College,CIS-110-5103,6,"Anderton, A"
Wake Technical Community College,CIS-110-5104,4,"Bouknight-Lyons, C"
Wake Technical Community College,CIS-110-5136,5,"Bouknight-Lyons, C"
Wake Technical Community College,CIS-110-5171,15,"Burnette, J"
Wake Technical Community College,CIS-110-5201,3,"Sayers, R"
Wake Technical Community College,CIS-110-5202,2,"Sayers, R"
Wake Technical Community College,CIS-110-5203,1,"Sayers, R"
Wake Technical Community College,CIS-110-5204,4,"Sayers, R"
Wake Technical Community College,CIS-110-5236,6,"Bailey, W"
Wake Technical Community College,CIS-110-5271,2,"Syros, P"
Wake Technical Community College,CIS-110-5836,13,"Marand, M"
Wake Technical Community College,CIS-115-0001,2,"Schore, M"
Wake Technical Community College,CIS-115-0002,3,"Schore, M"
Wake Technical Community College,CIV-125-0002,12,"Brackett, H"
Wake Technical Community College,CJC-111-0008,10,"Allen, J"
Wake Technical Community College,CJC-111-0010,0,"Allen, J"
Wake Technical Community College,CJC-111-0012,0,"Chapman, J"
Wake Technical Community College,CJC-111-0016,0,"Asfari, A"
Wake Technical Community College,CJC-112-0012,0,"Davis, S"
Wake Technical Community College,CJC-112-0016,4,"Davis, S"
Wake Technical Community College,CJC-121-0012,0,"Annis, J"
Wake Technical Community College,CJC-121-0015H,1,"Allen, J"
Wake Technical Community College,CJC-121-0016,3,"Annis, J"
Wake Technical Community College,CJC-121-0016H,0,"Allen, J"
Wake Technical Community College,CJC-122-0012,9,"Davis, S"
Wake Technical Community College,CJC-122-0016,12,"Davis, S"
Wake Technical Community College,CJC-131-0012,0,"Chapman, J"
Wake Technical Community College,CJC-131-0016,3,"Chapman, J"
Wake Technical Community College,CJC-212-0008,6,"Asfari, A"
Wake Technical Community College,CJC-212-0012,6,"Asfari, A"
Wake Technical Community College,CJC-221-0016,2,"Slaughter, J"
Wake Technical Community College,CJC-231-0012,0,"Heath, K"
Wake Technical Community College,CJC-231-0016,1,"Heath, K"
Wake Technical Community College,CJC-246-0009,7,"Heinrich, R"
Wake Technical Community College,CJC-255-0016,11,"Annis, J"
Wake Technical Community College,CMT-112AB-0001,0,"Gray, K"
Wake Technical Community College,CMT-112BB-0001,0,"Gray, K"
Wake Technical Community College,CMT-120-0001,1,"Winston, A"
Wake Technical Community College,CMT-218-0001,36,"Winston, A"
Wake Technical Community College,COM-110-0002,5,"Buchanan, D"
Wake Technical Community College,COM-110-0003,9,"Bell, M"
Wake Technical Community College,COM-110-0004,5,"Lechner, K"
Wake Technical Community College,COM-110-0007,4,"Mercer, K"
Wake Technical Community College,COM-110-0008,0,"Mercer, K"
Wake Technical Community College,COM-110-5201,9,"Riehl, J"
Wake Technical Community College,COM-110-5202,2,"Riehl, J"
Wake Technical Community College,COM-110-5205,1,"Riehl, J"
Wake Technical Community College,COM-120-0001,1,"Soto, J"
Wake Technical Community College,COM-120-0002,13,"Porch, D"
Wake Technical Community College,COM-120-0003,6,"Rowe, T"
Wake Technical Community College,COM-120-0004,6,"Soto, J"
Wake Technical Community College,COM-120-0005,0,"Hochstaetter, B"
Wake Technical Community College,COM-120-0006,4,"Hochstaetter, B"
Wake Technical Community College,COM-120-0007,1,"Laudicina, K"
Wake Technical Community College,COM-120-0008,2,"Smedley, A"
Wake Technical Community College,COM-120-0009,2,"Mathews, L"
Wake Technical Community College,COM-120-0010,7,"Peterson, H"
Wake Technical Community College,COM-120-0011,1,"Jones, K"
Wake Technical Community College,COM-120-0012,0,"Hochstaetter, B"
Wake Technical Community College,COM-120-0013,2,"Laudicina, K"
Wake Technical Community College,COM-120-0014,4,"Ariyo, O"
Wake Technical Community College,COM-120-0015,0,"Rufener, B"
Wake Technical Community College,COM-120-0016,0,"Hochstaetter, B"
Wake Technical Community College,COM-120-0017,5,"Jones, K"
Wake Technical Community College,COM-120-0018,0,"Hesman, P"
Wake Technical Community College,COM-120-0019,1,"Bell, M"
Wake Technical Community College,COM-120-0020,3,"Laudicina, K"
Wake Technical Community College,COM-120-5201,0,"Lechner, K"
Wake Technical Community College,COM-120-5202,2,"Lechner, K"
Wake Technical Community College,COM-120-5203,0,"Lechner, K"
Wake Technical Community College,COM-120-5204,0,"Rowe, T"
Wake Technical Community College,COM-120-5205,2,"Smedley, A"
Wake Technical Community College,COM-120-5206,0,"Smedley, A"
Wake Technical Community College,COM-120-5207,3,"Smedley, A"
Wake Technical Community College,COM-120-5208,1,"Bell, M"
Wake Technical Community College,COM-120-5209,3,"Bell, M"
Wake Technical Community College,COM-120-5210,2,"Bell, M"
Wake Technical Community College,COM-120-5211,2,"Buchanan, D"
Wake Technical Community College,COM-120-5212,1,"Buchanan, D"
Wake Technical Community College,COM-120-5213,1,"Buchanan, D"
Wake Technical Community College,COM-120-5214,2,"Ariyo, O"
Wake Technical Community College,COM-120-5215,3,"Riehl, J"
Wake Technical Community College,COM-120-5216,1,"Riehl, J"
Wake Technical Community College,COM-120-5217,2,"Hesman, P"
Wake Technical Community College,COM-231-0001,8,"Peterson, H"
Wake Technical Community College,COM-231-0002,5,"McCoy, M"
Wake Technical Community College,COM-231-0003,3,"Jones, K"
Wake Technical Community College,COM-231-0004,2,"Hesman, P"
Wake Technical Community College,COM-231-0005,2,"Rufener, B"
Wake Technical Community College,COM-231-0006,2,"Rufener, B"
Wake Technical Community College,COM-231-0007,0,"Shalkowski, K"
Wake Technical Community College,COM-231-0008,0,"Shalkowski, K"
Wake Technical Community College,COM-231-0009,1,"Fuchsberger, A"
Wake Technical Community College,COM-231-0010,0,"Fuchsberger, A"
Wake Technical Community College,COM-231-0011,0,
Wake Technical Community College,COM-231-0012,6,"McCoy, M"
Wake Technical Community College,COM-231-0013,7,"McCoy, M"
Wake Technical Community College,COM-231-5201,1,"Mercer, K"
Wake Technical Community College,COM-231-5202,0,"Mercer, K"
Wake Technical Community College,COM-231-5203,1,"Hesman, P"
Wake Technical Community College,COM-231-5204,2,"Peterson, H"
Wake Technical Community College,COM-231-5206,2,"Hesman, P"
Wake Technical Community College,COM-231-5207,1,"Mercer, K"
Wake Technical Community College,COM-231-5209,0,"McCoy, M"
Wake Technical Community College,COM-231-5210,0,"Mathews, L"
Wake Technical Community College,COM-231-5211,2,"McCoy, M"
Wake Technical Community College,COM-231-5212,1,"Mathews, L"
Wake Technical Community College,COM-231-5213,2,"Mathews, L"
Wake Technical Community College,COM-231-5214,1,"McCoy, M"
Wake Technical Community College,COM-231-5215,2,"McCoy, M"
Wake Technical Community College,COM-231-5216,1,"Rufener, B"
Wake Technical Community College,COM-231-5217,2,"Rufener, B"
Wake Technical Community College,COM-231-5218,2,"Fuchsberger, A"
Wake Technical Community College,COM-231-5221,3,"Hesman, P"
Wake Technical Community College,COS-113-5001,2,"Branch-Johnson, S"
Wake Technical Community College,COS-115BB-5001,8,"Barbour, A"
Wake Technical Community College,COS-116BB-5001,5,"Bishop, V"
Wake Technical Community College,COS-117-5001,3,"Bishop, V"
Wake Technical Community College,COS-223-0001,15,"Askew, P"
Wake Technical Community College,COS-224-0001,5,"Barbour, A"
Wake Technical Community College,COS-225-0001,19,"Askew, P"
Wake Technical Community College,COS-240-0001,18,"Askew, P"
Wake Technical Community College,CSC-120-0001,16,"Sieradzan, W"
Wake Technical Community College,CSC-120-0002,4,"Griffith, C"
Wake Technical Community College,CSC-120-0003,7,"Sieradzan, W"
Wake Technical Community College,CSC-120-5272,2,"Griffith, C"
Wake Technical Community College,CSC-120-5836,7,"Sieradzan, W"
Wake Technical Community College,CSC-121-0001,11,"Revis, E"
Wake Technical Community College,CSC-121-0002,3,"Enkema, P"
Wake Technical Community College,CSC-121-0003,2,"Huang, Z"
Wake Technical Community College,CSC-121-0004,5,"Rizzo, S"
Wake Technical Community College,CSC-121-0005,5,"Knowles, C"
Wake Technical Community College,CSC-121-0006,6,"Frank, M"
Wake Technical Community College,CSC-121-0009,0,"Knowles, C"
Wake Technical Community College,CSC-121-0010,0,"Huang, Z"
Wake Technical Community College,CSC-121-0011,2,"Chao, F"
Wake Technical Community College,CSC-121-0012,12,"Vege, R"
Wake Technical Community College,CSC-122-0001,22,"Leung, M"
Wake Technical Community College,CSC-124-0001,2,"Chen, C"
Wake Technical Community College,CSC-133-0001,6,"Cheng, N"
Wake Technical Community College,CSC-134-0001,3,"Vege, R"
Wake Technical Community College,CSC-134-0004,3,"Vege, R"
Wake Technical Community College,CSC-134-5271,6,"Molin, A"
Wake Technical Community College,CSC-134-5836,3,"Molin, A"
Wake Technical Community College,CSC-151-0001,4,"McGregor, L"
Wake Technical Community College,CSC-151-0002,5,"McGregor, L"
Wake Technical Community College,CSC-151-0003,2,"Andrews, Y"
Wake Technical Community College,CSC-151-0004,10,"Medlin, T"
Wake Technical Community College,CSC-151-5236,5,"McGregor, L"
Wake Technical Community College,CSC-154-0001,14,"Halliday, C"
Wake Technical Community College,CSC-218-0001,14,"D'Agata, N"
Wake Technical Community College,CSC-221-0001,16,"Rizzo, S"
Wake Technical Community College,CSC-227-0001,6,"Wetsch, J"
Wake Technical Community College,CSC-227-5871,5,"Wetsch, J"
Wake Technical Community College,CSC-234-0001,14,"Molin, A"
Wake Technical Community College,CSC-251-0001,6,"Medlin, T"
Wake Technical Community College,CSC-251-0002,6,"McGregor, L"
Wake Technical Community College,CSC-256-0001,7,"Melvin-Bryant, T"
Wake Technical Community College,CTI-110-0001,15,"Halliday, C"
Wake Technical Community College,CTI-110-0004,6,"Revis, E"
Wake Technical Community College,CTI-110-0005,12,"Rotenberry, W"
Wake Technical Community College,CTI-110-0006,8,"Cui, H"
Wake Technical Community College,CTI-110-0007,7,"Rotenberry, W"
Wake Technical Community College,CTI-110-0008,12,"Poulsen, K"
Wake Technical Community College,CTI-110-0009,0,"Rotenberry, W"
Wake Technical Community College,CTI-110-0010,0,"Enkema, P"
Wake Technical Community College,CTI-110-0011,1,"Cui, H"
Wake Technical Community College,CTI-110-0012,0,"Halliday, C"
Wake Technical Community College,CTI-110-0013,25,"Poulsen, K"
Wake Technical Community College,CTI-110-5136,11,"Halliday, C"
Wake Technical Community College,CTI-110-5138,6,"Cui, H"
Wake Technical Community College,CTI-110-5236,8,"Hasian, R"
Wake Technical Community College,CTI-110-5471,7,"Poulsen, K"
Wake Technical Community College,CTI-110-5801,7,"Hasian, R"
Wake Technical Community College,CTI-110-5871,6,"Cui, H"
Wake Technical Community College,CTI-120-0001,3,"Leaston, J"
Wake Technical Community College,CTI-120-0002,2,"Kauba, S"
Wake Technical Community College,CTI-120-0003,4,"Ibrahim, T"
Wake Technical Community College,CTI-120-0004,2,"Kauba, S"
Wake Technical Community College,CTI-120-0005,3,"Copperthwaite, J"
Wake Technical Community College,CTI-120-0007,0,"Miller, R"
Wake Technical Community College,CTI-120-0008,5,"Miller, R"
Wake Technical Community College,CTI-120-0009,4,"Oliver, J"
Wake Technical Community College,CTI-120-0010,26,
Wake Technical Community College,CTI-120-5103,3,"Anderton, A"
Wake Technical Community College,CTI-120-5210,0,"Jacobs, K"
Wake Technical Community College,CTI-120-5211,0,"Jacobs, K"
Wake Technical Community College,CTI-120-5874,3,"Ibrahim, T"
Wake Technical Community College,CTI-140-0001,3,"Tomek, L"
Wake Technical Community College,CTI-240-0001,17,"Squire, L"
Wake Technical Community College,CTS-115-0001,0,"Jacobs, K"
Wake Technical Community College,CTS-115-0002,1,"Miller, R"
Wake Technical Community College,CTS-115-0003,0,"Mercer, D"
Wake Technical Community College,CTS-115-5101,0,"Miller, R"
Wake Technical Community College,CTS-115-5174,2,"Miller, R"
Wake Technical Community College,CTS-115-5836,2,"Sheuring, J"
Wake Technical Community College,CTS-115-5838,0,"Sheuring, J"
Wake Technical Community College,CTS-118-0001,4,"Mercer, D"
Wake Technical Community College,CTS-120-5101,1,"Marand, M"
Wake Technical Community College,CTS-120-5136,10,"Marand, M"
Wake Technical Community College,CTS-120-5273,10,"Syros, P"
Wake Technical Community College,CTS-130-0001,21,"Faircloth, K"
Wake Technical Community College,CTS-130-0002,9,"McKenzie, C"
Wake Technical Community College,CTS-130-0003,15,"Blanchard, B"
Wake Technical Community College,CTS-155-0001,9,"Anderton, A"
Wake Technical Community College,CTS-220-0001,11,"Ellis, C"
Wake Technical Community College,CTS-230-0001,14,"McKenzie, C"
Wake Technical Community College,CTS-255-0001,6,"Sayers, R"
Wake Technical Community College,CTS-288-0001,1,"Bouknight-Lyons, C"
Wake Technical Community College,CUL-112-5001,7,"Therien, H"
Wake Technical Community College,CUL-112A-5001,7,"Therien, H"
Wake Technical Community College,CUL-130-0001,5,"Ayers, M"
Wake Technical Community College,CUL-135-5001,4,"Campos Rosa, S"
Wake Technical Community College,CUL-135-5003,2,"Campos Rosa, S"
Wake Technical Community College,CUL-150-5001,5,"House, C"
Wake Technical Community College,DBA-120-0001,6,"Chao, F"
Wake Technical Community College,DBA-120-0003,10,"Chen, C"
Wake Technical Community College,DBA-120-5801,3,"Chao, F"
Wake Technical Community College,DBA-130-0001,7,"Chao, F"
Wake Technical Community College,DBA-240-0001,1,"Chao, F"
Wake Technical Community College,DEN-100-5301,21,"Carbon, J"
Wake Technical Community College,DEN-111-5301,8,"Sack, F, Daniels, C"
Wake Technical Community College,DEN-111-5336,1,"Maasch, K"
Wake Technical Community College,DES-112-0001,4,"Bachi, A"
Wake Technical Community College,DES-256-0001,7,"Bachi, A"
Wake Technical Community College,DES-280-0001,8,"Odjaghian, I"
Wake Technical Community College,DFT-151-0001,6,"Vitacco, M"
Wake Technical Community College,DFT-151-0002,7,"Vitacco, M"
Wake Technical Community College,DFT-152-0001,12,"Vitacco, M"
Wake Technical Community College,DFT-170-5002,10,"Hoffman, C"
Wake Technical Community College,DFT-170-5004,0,"Irwin, C"
Wake Technical Community College,DFT-170-5022,4,"Hoffman, C"
Wake Technical Community College,DFT-170-5023,6,"Spevacek, J"
Wake Technical Community College,DFT-170-5047,11,"Spevacek, J"
Wake Technical Community College,DFT-254-0001,4,"Hudnut, S"
Wake Technical Community College,DME-115-0001,6,"Evans, J"
Wake Technical Community College,DRA-111-0001,8,"La May, L"
Wake Technical Community College,DRA-111-0002,3,"Sebren, D"
Wake Technical Community College,DRA-111-5201,2,"La May, L"
Wake Technical Community College,DRA-111-5202,2,"La May, L"
Wake Technical Community College,DRA-112-5201,5,"La May, L"
Wake Technical Community College,ECO-151-0001,6,"Markson, K"
Wake Technical Community College,ECO-151-0002,0,"Markson, K"
Wake Technical Community College,ECO-151-0003,7,"Dixon, J"
Wake Technical Community College,ECO-151-0005,0,"Markson, K"
Wake Technical Community College,ECO-151-0006,0,"Gayoso de Ervin, L"
Wake Technical Community College,ECO-151-5001,5,"Balogun, L"
Wake Technical Community College,ECO-151-5002,3,"Markson, K"
Wake Technical Community College,ECO-151-5004,4,"Dixon, J"
Wake Technical Community College,ECO-251-0001,2,"Siarova-Hickman, E"
Wake Technical Community College,ECO-251-0002,8,"Gayoso de Ervin, L"
Wake Technical Community College,ECO-251-0003,6,"Dixon, J"
Wake Technical Community College,ECO-251-0004,5,"Gayoso de Ervin, L"
Wake Technical Community College,ECO-251-0005,4,"Haynes, K"
Wake Technical Community College,ECO-251-0006,0,"Mahajan, V"
Wake Technical Community College,ECO-251-0007,2,"McLane, P"
Wake Technical Community College,ECO-251-0009,0,"Monsky, M"
Wake Technical Community College,ECO-251-0010,3,"Choi, K"
Wake Technical Community College,ECO-251-5001,0,"Mahajan, V"
Wake Technical Community College,ECO-251-5002,5,"Dixon, J"
Wake Technical Community College,ECO-251-5003,3,"Kumar, P"
Wake Technical Community College,ECO-251-5004,9,"Monsky, M"
Wake Technical Community College,ECO-251-5006,10,"Haynes, K"
Wake Technical Community College,ECO-251-5007,3,"Anderson, B"
Wake Technical Community College,ECO-251-5008,6,"Monsky, M"
Wake Technical Community College,ECO-251-5009,2,"Haynes, K"
Wake Technical Community College,ECO-251-5010,0,"Park, B"
Wake Technical Community College,ECO-251-5011,0,"Siarova-Hickman, E"
Wake Technical Community College,ECO-251-5012,2,"Mahajan, V"
Wake Technical Community College,ECO-251-5013,3,"McLane, P"
Wake Technical Community College,ECO-251-5014,3,"Dixon, J"
Wake Technical Community College,ECO-251-5015,2,"Siarova-Hickman, E"
Wake Technical Community College,ECO-251-5017,5,"Dixon, J"
Wake Technical Community College,ECO-251-5018,5,"Oliver, J"
Wake Technical Community College,ECO-251-5020,0,"Markson, K"
Wake Technical Community College,ECO-251-5021,0,"Siarova-Hickman, E"
Wake Technical Community College,ECO-252-0001,2,"McLane, P"
Wake Technical Community College,ECO-252-0002,1,"McLane, P"
Wake Technical Community College,ECO-252-0003,1,"Monsky, M"
Wake Technical Community College,ECO-252-0005,1,"Siarova-Hickman, E"
Wake Technical Community College,ECO-252-5001,0,"Mahajan, V"
Wake Technical Community College,ECO-252-5002,0,"Kumar, P"
Wake Technical Community College,ECO-252-5003,2,"Mahajan, V"
Wake Technical Community College,ECO-252-5004,1,"Monsky, M"
Wake Technical Community College,ECO-252-5005,3,"Kumar, P"
Wake Technical Community College,ECO-252-5006,5,"McLane, P"
Wake Technical Community College,ECO-252-5007,0,"Mahajan, V"
Wake Technical Community College,ECO-252-5009,0,"Markson, K"
Wake Technical Community College,EDU-119-0001,3,"Dawson, D"
Wake Technical Community College,EDU-119-0002,2,"Rathbone, M"
Wake Technical Community College,EDU-119-0003,1,"Hilton, S"
Wake Technical Community College,EDU-119-0004,0,"Thompson, F"
Wake Technical Community College,EDU-119-0006,5,"Gonzalez Camacho, E"
Wake Technical Community College,EDU-131-0001,1,"Rathbone, M"
Wake Technical Community College,EDU-131-0002,0,"Squires, J"
Wake Technical Community College,EDU-131-0003,0,"Squires, J"
Wake Technical Community College,EDU-144-0001,2,"Herman Drauss, S"
Wake Technical Community College,EDU-144-0002,2,"Herman Drauss, S"
Wake Technical Community College,EDU-145-0001,1,"Squires, J"
Wake Technical Community College,EDU-145-0002,2,"Worsdale, K"
Wake Technical Community College,EDU-146-0001,2,"Dawson, D"
Wake Technical Community College,EDU-146-0002,11,"Dawson, D"
Wake Technical Community College,EDU-153-0001,2,"Thompson, F"
Wake Technical Community College,EDU-153-0002,0,"Thompson, F"
Wake Technical Community College,EDU-163-0001,10,"Grady, D"
Wake Technical Community College,EDU-216-0001,3,"Worsdale, K"
Wake Technical Community College,EDU-221-0001,1,"Lahoud, A"
Wake Technical Community College,EDU-234-0001,7,"Herman Drauss, S"
