college,section,credits,instructor,meeting_info,location
Blue Ridge Community College,ASL-181-421B ASL-181 ASL Lab 1,1,"Castillo, R"," T/Th 2:00 PM - 3:35 PM TBD 1/6/2021 - 3/3/2021  Transylvania County, TCC Straus Bldg 112TBD Lab/Shop Hours  - TBD 1/6/2021 - 3/3/2021  Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 112TBD Lab/Shop Hours ', ' Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,ASL-182-211 ASL-182 ASL Lab 2,1,"Castillo, R"," W 6:00 PM - 7:15 PM TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Synchronous Distance Learning 999TBD Online Lab  - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Synchronous Distance Learning 999TBD Online Lab ', ' Internet-Based Course, Internet-Based Course 999TBD Online Lab ', '']"
Blue Ridge Community College,ASL-182-521B ASL-182 ASL Lab 2,1,"Castillo, R"," T/Th 2:00 PM - 3:35 PM TBD 3/5/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 112TBD Lab/Shop Hours  - TBD 3/5/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 112TBD Lab/Shop Hours ', ' Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,ASL-182-701 ASL-182 ASL Lab 2,1,"Hendrix, K"," Th 10:00 AM - 11:51 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 223TBD Lab/Shop Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 223TBD Lab/Shop Hours ', ' Henderson County, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,ASL-182-HSE ASL-182 ASL Lab 2,1,"Kiser, K"," W 8:00 AM - 9:25 AM TBD 1/7/2021 - 5/5/2021  High School, East Henderson High School 001TBD Lab/Shop Hours  - TBD 1/7/2021 - 5/5/2021  High School, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' High School, East Henderson High School 001TBD Lab/Shop Hours ', ' High School, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,ASL-182-HSH ASL-182 ASL Lab 2,1,"Kiser, K"," F 2:10 PM - 3:00 PM TBD 1/7/2021 - 5/5/2021  High School, Hendersonville High School 001TBD Lab/Shop Hours  - TBD 1/7/2021 - 5/5/2021  High School, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' High School, Hendersonville High School 001TBD Lab/Shop Hours ', ' High School, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,ASL-182-HSN ASL-182 ASL Lab 2,1,"Kiser, K"," W 1:30 PM - 3:00 PM TBD 1/7/2021 - 5/5/2021  High School, North Henderson High School 999TBD Lab/Shop Hours  - TBD 1/7/2021 - 5/5/2021  High School, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' High School, North Henderson High School 999TBD Lab/Shop Hours ', ' High School, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,ASL-182-HSW ASL-182 ASL Lab 2,1,"Kiser, K"," Th 8:00 AM - 9:25 AM TBD 1/7/2021 - 5/5/2021  High School, West Hend High School 001TBD Lab/Shop Hours  - TBD 1/7/2021 - 5/5/2021  High School, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' High School, West Hend High School 001TBD Lab/Shop Hours ', ' High School, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,ASL-211-411B ASL-211 Intermediate ASL I,3,"Hendrix, K"," M/W 6:00 PM - 7:25 PM TBD 1/6/2021 - 3/3/2021  Henderson County, Technology Education Dev Ctr 205TBD Classroom Hours  - TBD 1/6/2021 - 3/3/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 205TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,ASL-211-431B ASL-211 Intermediate ASL I,3,"Hendrix, K"," M/W 6:00 PM - 7:25 PM TBD 1/6/2021 - 3/3/2021  Transylvania County, TCC Straus Bldg 142TBD Classroom Hours  - TBD 1/6/2021 - 3/3/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 142TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,ASL-212-511B ASL-212 Intermediate ASL II,3,"Hendrix, K"," M/W 6:00 PM - 7:25 PM TBD 3/5/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 205TBD Classroom Hours  - TBD 3/5/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 205TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,ASL-212-531B ASL-212 Intermediate ASL II,3,"Hendrix, K"," M/W 6:00 PM - 7:25 PM TBD 3/5/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 142TBD Classroom Hours  - TBD 3/5/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 142TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,ASL-281-411B ASL-281 ASL Lab 3,1,"Hendrix, K"," M/W 7:30 PM - 8:25 PM TBD 1/6/2021 - 3/3/2021  Henderson County, Technology Education Dev Ctr 205TBD Lab/Shop Hours  - TBD 1/6/2021 - 3/3/2021  Henderson County, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 205TBD Lab/Shop Hours ', ' Henderson County, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,ASL-281-431B ASL-281 ASL Lab 3,1,"Hendrix, K"," M/W 7:30 PM - 8:25 PM TBD 1/6/2021 - 3/3/2021  Transylvania County, TCC Straus Bldg 142TBD Lab/Shop Hours  - TBD 1/6/2021 - 3/3/2021  Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 142TBD Lab/Shop Hours ', ' Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,ASL-282-511B ASL-282 ASL Lab 4,1,"Hendrix, K"," M/W 7:30 PM - 8:25 PM TBD 3/5/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 205TBD Lab/Shop Hours  - TBD 3/5/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 205TBD Lab/Shop Hours ', ' Henderson County, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,ASL-282-531B ASL-282 ASL Lab 4,1,"Hendrix, K"," M/W 7:30 PM - 8:25 PM TBD 3/5/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 142TBD Lab/Shop Hours  - TBD 3/5/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 142TBD Lab/Shop Hours ', ' Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,AST-151-211 AST-151 General Astronomy I,3,"Robertson, W"," W 12:30 PM - 1:45 PM TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Synchronous Distance Learning 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Synchronous Distance Learning 999TBD Online Class ', '']"
Blue Ridge Community College,AST-151A-211 AST-151A General Astronomy I Lab,1,"Robertson, W"," Th 3:30 PM - 5:15 PM TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Synchronous Distance Learning 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Synchronous Distance Learning 999TBD Online Lab ', '']"
Blue Ridge Community College,ATR-112-701 ATR-112 Intro to Automation,3,"Wheeler, C"," M 1:00 PM - 3:50 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Spearman Bldg 107TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' Henderson County, Spearman Bldg 107TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,SAB-135-301 SAB-135 Addictive Process,3,"Craven, A"," Th 1:00 PM - 2:15 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 336TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 336TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SEC-110-201 SEC-110 Security Concepts,3,"Hollifield, R"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', ' Internet-Based Course, Internet-Based Course 999TBD Online Lab ', '']"
Blue Ridge Community College,SGD-112-701 SGD-112 SGD Design,3,"Inks, Z"," M/W 8:30 AM - 10:30 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 106TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Lab/Shop Hours  M/W 8:30 AM - 10:30 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 106TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Lab/Shop Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SGD-117-701 SGD-117 Art for Games,3,"Inks, Z"," T/Th 8:30 AM - 10:30 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 106TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Lab/Shop Hours  T/Th 8:30 AM - 10:30 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 106TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Lab/Shop Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SGD-213-701 SGD-213 SGD Programming II,3,"Inks, Z"," M/W 11:00 AM - 1:00 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 106TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Lab/Shop Hours  M/W 11:00 AM - 1:00 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 106TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Lab/Shop Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SGD-214-701 SGD-214 3D Modeling II,3,"Inks, Z"," M/W 2:00 PM - 4:00 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 106TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Lab/Shop Hours  M/W 2:00 PM - 4:00 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 106TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Lab/Shop Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SGD-289-701 SGD-289 SGD Project,3,"Inks, Z"," T/Th 2:00 PM - 4:00 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 106TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Lab/Shop Hours  T/Th 2:00 PM - 4:00 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 106TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Lab/Shop Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SOC-210-201 SOC-210 Introduction to Sociology,3,"Hagedorn, A"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,SOC-210-202 SOC-210 Introduction to Sociology,3,"Hagedorn, A"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,SOC-210-401W SOC-210 Introduction to Sociology,3,"Berry, A"," - TBD 1/6/2021 - 3/3/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,SOC-210-701 SOC-210 Introduction to Sociology,3,"Hagedorn, A"," M/W 9:00 AM - 9:50 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Arts & Sciences 125TBD Classroom Hours  M/W 9:00 AM - 9:50 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Arts & Sciences 125TBD Classroom Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SOC-210-721 SOC-210 Introduction to Sociology,3,"Hagedorn, A"," Th 2:00 PM - 3:10 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 116TBD Classroom Hours  Th 2:00 PM - 3:10 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 116TBD Classroom Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SOC-210-HSE SOC-210 Introduction to Sociology,3,"Austin, R"," T/Th 1:30 PM - 3:00 PM TBD 1/7/2021 - 5/5/2021  High School, East Henderson High School 001TBD Classroom Hours  - TBD 1/7/2021 - 5/5/2021  High School, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' High School, East Henderson High School 001TBD Classroom Hours ', ' High School, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SOC-210-HSN SOC-210 Introduction to Sociology,3,"Austin, R"," M/W 1:30 PM - 3:00 PM TBD 1/7/2021 - 5/5/2021  High School, North Henderson High School 001TBD Classroom Hours  - TBD 1/7/2021 - 5/5/2021  High School, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' High School, North Henderson High School 001TBD Classroom Hours ', ' High School, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SOC-213-201 SOC-213 Sociology of the Family,3,"Hagedorn, A"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,SOC-213-501W SOC-213 Sociology of the Family,3,"Berry, A"," - TBD 3/5/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,SOC-213-731 SOC-213 Sociology of the Family,3,"Hagedorn, A"," Th 12:30 PM - 1:40 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 112TBD Classroom Hours  Th 12:30 PM - 1:40 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 112TBD Classroom Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SPA-111-201 SPA-111 Elementary Spanish I,3,"Vera, M"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,SPA-111-701 SPA-111 Elementary Spanish I,3,"Vera, M"," M/W 1:00 PM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Henderson County, General Studies 109TBD Classroom Hours  M/W 1:00 PM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, General Studies 109TBD Classroom Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SPA-111-721 SPA-111 Elementary Spanish I,3,"Vera, M"," M/W 1:00 PM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 142TBD Classroom Hours  M/W 1:00 PM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 142TBD Classroom Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SPA-112-201 SPA-112 Elementary Spanish II,3,"Vera, M"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,SPA-112-701 SPA-112 Elementary Spanish II,3,"Vera, M"," M/W 12:00 PM - 12:50 PM TBD 1/6/2021 - 5/5/2021  Henderson County, General Studies 109TBD Classroom Hours  M/W 12:00 PM - 12:50 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, General Studies 109TBD Classroom Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SPA-112-721 SPA-112 Elementary Spanish II,3,"Vera, M"," M/W 12:00 PM - 12:50 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 142TBD Classroom Hours  M/W 12:00 PM - 12:50 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 142TBD Classroom Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,SPA-181-201 SPA-181 Spanish Lab 1,1,"Vera, M"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Lab ', '']"
Blue Ridge Community College,SPA-181-701 SPA-181 Spanish Lab 1,1,"Vera, M"," F 1:00 PM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 205TBD Lab/Shop Hours  F 1:00 PM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Lab/Shop Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 205TBD Lab/Shop Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Lab/Shop Hours ', ' Henderson County, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
