Column1,college,section,seats,instructor
429,Halifax Community College,HUM-120-3D2,4,"Harding, W"
430,Halifax Community College,ISC-112-3D1,5,"Lynch, J"
431,Halifax Community College,MAT-143-3D3,2,"Swink, N"
432,Halifax Community College,MAT-143-3D4,11,"Swink, N"
433,Halifax Community College,MAT-171-3D3,2,"Swink, N"
434,Halifax Community College,MED-121-31D1,15,"Bain, J"
435,Halifax Community College,MED-130-32D1,5,"Payne-Puckett, S"
436,Halifax Community College,MED-232-32D1,13,"Mayo, M"
437,Halifax Community College,MUS-110-31D1,6,"Blackwood, H"
438,Halifax Community College,MUS-110-32D2,0,"Blackwood, H"
439,Halifax Community College,MUS-110-3D3,2,"Blackwood, H"
440,Halifax Community College,MUS-112-32D1,0,"Collier, B"
441,Halifax Community College,MUS-112-3D2,17,"Collier, B"
442,Halifax Community College,NOS-130-3D1,2,"Obi, E"
443,Halifax Community College,NUR-117-3D1,3,"Harris, S"
444,Halifax Community College,NUR-117-3D2,9,"Alfonso, T"
445,Halifax Community College,OST-131-3D1,6,"Simmons, M"
446,Halifax Community College,OST-136-3D1,12,"Edwards, E"
447,Halifax Community College,OST-149-32D1,13,"Payne-Puckett, S"
448,Halifax Community College,OST-164-3D1,15,"Anderson-Faison, M"
449,Halifax Community College,OST-181-3D1,13,"Payne-Puckett, S"
450,Halifax Community College,OST-184-32D1,9,"Payne-Puckett, S"
451,Halifax Community College,OST-284-31D1,16,"Mayo, M"
452,Halifax Community College,OST-286-31D1,15,"Payne-Puckett, S"
453,Halifax Community College,PHY-110-3D2,4,"Anderton, A"
454,Halifax Community College,PHY-110A-3D2,11,"Anderton, A"
455,Halifax Community College,POL-120-3D1,18,"McMasters, C"
456,Halifax Community College,PSY-118-3D1,15,"Wilson, R"
457,Halifax Community College,PSY-150-3D2,3,"Wilson, R"
458,Halifax Community College,PSY-150-3D3,2,"Wilson, R"
459,Halifax Community College,PSY-241-3D1,1,"Wilson, R"
460,Halifax Community College,SAB-252-3D1,15,"Griggs, C"
461,Halifax Community College,SEC-110-3D1,9,"Obi, E"
462,Halifax Community College,SOC-210-32D2,0,TBA
463,Halifax Community College,SOC-210-3D3,4,"Fournier, S"
464,Halifax Community College,SOC-220-3D2,18,"McCray, K"
465,Halifax Community College,SOC-240-3D1,5,"Fournier, S"
466,Halifax Community College,SWK-113-3D1,14,"Plum, B"
467,Halifax Community College,WBL-110-31D1,26,"Cyrus, T"
468,Halifax Community College,WBL-110-32D2,26,"Blue, S"
469,Haywood Community College,ACA-115-IN1,6,"Holton, J"
470,Haywood Community College,ACA-115-IN2,9,"Wyatt, C"
471,Haywood Community College,ACA-115-IN3,15,"Warren, R"
472,Haywood Community College,ACA-115-IN6,5,"Rabby, D"
473,Haywood Community College,ACA-115-INA1,11,"Reason, E"
474,Haywood Community College,ACA-122-IN1,3,"Bond, C"
475,Haywood Community College,ACA-122-IN2,4,"Phillips, J"
476,Haywood Community College,ACA-122-IN3,6,"Greysen, K"
477,Haywood Community College,ACA-122-IN4,6,"Kincaid, S"
478,Haywood Community College,ACA-122-IN5,4,"Cusick, D"
479,Haywood Community College,ACA-122-IN6,3,"McElrath, S"
480,Haywood Community College,ACA-122-INA1,4,"Bond, C"
481,Haywood Community College,ACA-122-INA2,10,
482,Haywood Community College,ACC-120-IN1,7,"Weatherford, J"
483,Haywood Community College,ACC-129-IN1,19,"Weatherford, J"
484,Haywood Community College,ACC-150-IN1,9,"Kimmel, S"
485,Haywood Community College,ACC-220-IN1,19,"Weatherford, J"
486,Haywood Community College,ART-111-HIN1,12,"Volkan, A"
487,Haywood Community College,ART-111-IN1,6,"De Saillan, H"
488,Haywood Community College,ART-111-IN2,18,"Godfrey, M"
489,Haywood Community College,ART-111-INA1,16,"De Saillan, H"
490,Haywood Community College,AUB-112-W1,18,"Hicks, M"
491,Haywood Community College,AUB-160-IN1,16,"Hicks, M"
492,Haywood Community College,BIO-111-IN1,6,"Roberts, S"
493,Haywood Community College,BIO-111-IN2,9,"Roberts, S"
494,Haywood Community College,BIO-111-INA1,11,"Cusick, D"
495,Haywood Community College,BIO-168-IN1,10,"Lowe, L"
496,Haywood Community College,BIO-169-IN1,9,"Sherman, J"
497,Haywood Community College,BIO-175-IN1,15,"Lowe, L"
498,Haywood Community College,BUS-110-IN1,2,"Weatherford, J"
499,Haywood Community College,BUS-110-INA1,2,"Gould, K"
500,Haywood Community College,BUS-125-IN1,5,"Carpenter, M"
501,Haywood Community College,BUS-255-IN1,25,"Carpenter, M"
502,Haywood Community College,CCT-240-IN1,23,"Wright, H"
503,Haywood Community College,CIS-110-IN1,2,"Andrews, J"
504,Haywood Community College,CIS-110-INA1,2,"Andrews, J"
505,Haywood Community College,CIS-115-IN1,19,"Barrier, T"
506,Haywood Community College,CJC-111-IN1,4,"Wyatt, C"
507,Haywood Community College,CJC-112-IN1,21,"Wyatt, C"
508,Haywood Community College,CJC-121-IN1,15,"Wyatt, C"
509,Haywood Community College,CJC-141-IN1,22,"Gudac, G"
510,Haywood Community College,CJC-160-IN1,22,"Wyatt, C"
511,Haywood Community College,CJC-214-IN1,22,"Wolfe, B"
512,Haywood Community College,CJC-221-INA1,22,"Wolfe, B"
513,Haywood Community College,COM-120-IN1,6,"Greysen, K"
514,Haywood Community College,COM-231-IN1,4,"Greysen, K"
515,Haywood Community College,COM-231-IN2,8,"Greysen, K"
516,Haywood Community College,COM-231-IN3,10,"Greysen, K"
517,Haywood Community College,COM-231-IN6,3,"Greysen, K"
518,Haywood Community College,COS-111-IN1,7,"Gilchrist, C"
519,Haywood Community College,COS-115-IN1,10,"Gilchrist, C"
520,Haywood Community College,CTI-140-IN1,19,"Allen, M"
521,Haywood Community College,CTS-115-IN1,14,"Andrews, J"
522,Haywood Community College,CTS-120-IN1,21,"Allen, M"
523,Haywood Community College,CTS-240-IN1,23,"Harrison, K"
524,Haywood Community College,DFT-151-IN1,29,"Cabe, D"
525,Haywood Community College,DFT-154-IN1,27,"Holton, J"
526,Haywood Community College,ECO-251-IN1,3,"Morgan, E"
527,Haywood Community College,ECO-252-IN1,13,"Carpenter, M"
528,Haywood Community College,EDU-119-IN1,5,"Dean, E"
529,Haywood Community College,EDU-119-IN2,19,"Mathis, S"
530,Haywood Community College,EDU-119-INA1,18,"Mathis, S"
531,Haywood Community College,EDU-131-IN1,5,"Mathis, S"
532,Haywood Community College,EDU-144-IN1,7,"Mathis, S"
533,Haywood Community College,EDU-145-IN1,8,"Kincaid, S"
534,Haywood Community College,EDU-146-IN1,17,"Kincaid, S"
535,Haywood Community College,EDU-151-IN1,10,"Dean, E"
536,Haywood Community College,EDU-153-IN1,11,"Mathis, S"
537,Haywood Community College,EDU-216-INA1,3,"Kincaid, S"
538,Haywood Community College,EDU-221-IN1,23,"Dean, E"
539,Haywood Community College,EDU-234-IN1,8,"Dean, E"
540,Haywood Community College,EDU-235-IN1,21,"Mathis, S"
541,Haywood Community College,EDU-259-INA1,15,"Kincaid, S"
542,Haywood Community College,EDU-261-IN1,16,"Kincaid, S"
543,Haywood Community College,EDU-262-INA1,6,"Kincaid, S"
544,Haywood Community College,EDU-284-IN1,10,"Dean, E"
545,Haywood Community College,EGR-150-IN1,6,"Pacheco, Z"
546,Haywood Community College,ELC-118-IN1,2,"Jefferson, A"
547,Haywood Community College,ELC-119-IN1,4,"Jefferson, A"
548,Haywood Community College,ENG-002-IN1,5,"Floyd, J"
549,Haywood Community College,ENG-110-IN1,6,"Studenc, M"
550,Haywood Community College,ENG-111-IN1,4,"Strivelli, M"
551,Haywood Community College,ENG-111-IN2,4,"Dalton, K"
552,Haywood Community College,ENG-111-IN3,2,"Floyd, J"
553,Haywood Community College,ENG-111-IN4,2,"Floyd, J"
554,Haywood Community College,ENG-111-IN5,9,"McElrath, S"
555,Haywood Community College,ENG-111-IN6,6,"Couch, C"
556,Haywood Community College,ENG-111-IN7,2,"Couch, C"
557,Haywood Community College,ENG-111-IN8,9,"Couch, C"
558,Haywood Community College,ENG-111-IN9,3,"McElrath, S"
559,Haywood Community College,ENG-111-INA1,5,"Dalton, K"
560,Haywood Community College,ENG-111-INA2,15,"Beatty, R"
561,Haywood Community College,ENG-112-IN1,5,"Dalton, K"
562,Haywood Community College,ENG-112-IN2,11,"McElrath, S"
563,Haywood Community College,ENG-112-IN3,13,"McElrath, S"
564,Haywood Community College,ENG-112-IN4,3,"McElrath, S"
565,Haywood Community College,ENG-112-INA1,5,"Couch, C"
566,Haywood Community College,ENG-232-IN1,23,"Couch, C"
567,Haywood Community College,ETR-220-IN1,25,"Carpenter, M"
568,Haywood Community College,FOR-121-IN1,11,"Goure, K"
569,Haywood Community College,FOR-171-IN1,0,"Storm, A"
570,Haywood Community College,FOR-173AB-IN1,17,"Hahn, G"
571,Haywood Community College,FOR-225AB-IN1,0,"Storm, A"
572,Haywood Community College,FOR-241AB-IN1,45,"Woods, W"
573,Haywood Community College,FWL-124AB-IN1,1,"Woods, W"
574,Haywood Community College,FWL-142-IN1,8,"Woods, W"
575,Haywood Community College,FWL-242-99,0,"Woods, W"
576,Haywood Community College,HEA-110-IN1,3,"Coulson, C"
577,Haywood Community College,HEA-110-IN2,12,"Coulson, C"
578,Haywood Community College,HIS-111-IN1,12,"Wampler, S"
579,Haywood Community College,HIS-111-INA1,16,"Wampler, S"
580,Haywood Community College,HIS-112-INA1,7,"Wampler, S"
581,Haywood Community College,HIS-131-IN1,6,"Wampler, S"
582,Haywood Community College,HIS-131-IN2,2,"Wampler, S"
583,Haywood Community College,HIS-131-IN3,8,"Wampler, S"
584,Haywood Community College,HIS-132-IN1,4,"Wampler, S"
585,Haywood Community College,HUM-115-IN1,8,"Phillips, J"
586,Haywood Community College,HUM-115-INA1,12,"Phillips, J"
587,Haywood Community College,HUM-121-INA1,20,"Wampler, S"
588,Haywood Community College,HUM-160-IN1,8,"Phillips, J"
589,Haywood Community College,HUM-220-IN1,2,"Phillips, J"
590,Haywood Community College,HUM-220-IN2,10,"Phillips, J"
591,Haywood Community College,MAC-151-IN1,16,"Cabe, D"
592,Haywood Community College,MAT-003-IN1,5,"Weber, S"
593,Haywood Community College,MAT-010-IN1,16,"Horton, L"
594,Haywood Community College,MAT-071-IN1,19,"Lee, T"
595,Haywood Community College,MAT-143-IN1,22,"Lee, T"
596,Haywood Community College,MAT-143-IN2,2,"Winfree, J"
597,Haywood Community College,MAT-143-IN3,11,"Winfree, J"
598,Haywood Community College,MAT-143-IN4,24,"Beamer, T"
599,Haywood Community College,MAT-171-IN1,3,"Lee, T"
600,Haywood Community College,MAT-171-IN2,4,"Winfree, J"
601,Haywood Community College,MAT-171-IN3,4,"Winfree, J"
602,Haywood Community College,MAT-171-IN4,1,"Lee, T"
603,Haywood Community College,MAT-172-IN1,4,"Yager, S"
604,Haywood Community College,MAT-271-IN1,13,"Beamer, T"
605,Haywood Community College,MED-114-IN1,2,"White, D"
606,Haywood Community College,MED-116-IN1,9,"Wijewickrama, J"
607,Haywood Community College,MED-121-IN1,4,"White, D"
608,Haywood Community College,MED-122-IN1,24,"Wijewickrama, J"
609,Haywood Community College,MED-150AB-IN1,12,"Davis, L"
610,Haywood Community College,MED-272-IN1,20,"Wijewickrama, J"
611,Haywood Community College,MKT-223-IN1,28,"Carpenter, M"
612,Haywood Community College,MUS-110-IN1,8,"Denson, J"
613,Haywood Community College,MUS-110-IN2,21,"Neidlinger, S"
614,Haywood Community College,MUS-112-INA1,17,"Neidlinger, S"
615,Haywood Community College,NOS-230-IN1,24,"Andrews, J"
616,Haywood Community College,OST-136-IN1,4,"White, D"
617,Haywood Community College,OST-148-IN1,6,"Wijewickrama, J"
618,Haywood Community College,OST-149-IN1,15,"Wijewickrama, J"
619,Haywood Community College,OST-264-IN1,16,"White, D"
620,Haywood Community College,OST-280-IN1,11,"White, D"
621,Haywood Community College,PCD-110-IN1,12,"Reason, E"
622,Haywood Community College,PCF-120-IN1,22,"Putansu, A"
623,Haywood Community College,PCF-210-IN1,26,"Putansu, A"
624,Haywood Community College,PCJ-121-IN1,21,"Blanton, R"
625,Haywood Community College,PCR-210AB-IN1,18,"Wurst, B"
626,Haywood Community College,PCR-212-IN1,19,"Putansu, A, Blanton, R, Reason, E, Wurst, B"
627,Haywood Community College,POL-120-IN1,13,"Morgan, E"
628,Haywood Community College,PSY-150-IN1,1,"Parker, J"
629,Haywood Community College,PSY-150-IN2,2,"Parker, J"
630,Haywood Community College,PSY-150-IN3,10,"Wampler, S"
631,Haywood Community College,PSY-150-IN4,11,"Wampler, S"
632,Haywood Community College,PSY-150-IN5,0,"Wampler, S"
633,Haywood Community College,PSY-150-IN6,22,"Wampler, S"
634,Haywood Community College,PSY-150-INA1,7,"Wampler, S"
635,Haywood Community College,PSY-241-IN1,1,"Parker, J"
636,Haywood Community College,PSY-281-IN1,9,"Wampler, S"
637,Haywood Community College,REL-110-IN1,1,"Phillips, J"
638,Haywood Community College,SEC-110-IN1,19,"Andrews, J"
639,Haywood Community College,SOC-210-IN1,3,"Watson, R"
640,Haywood Community College,SOC-213-IN1,12,"Watson, R"
641,Haywood Community College,SPA-111-IN1,2,"Bond, C"
642,Haywood Community College,SPA-111-IN2,16,"Bond, C"
643,Haywood Community College,SPA-112-IN1,25,"Bond, C"
644,Haywood Community College,WEB-210-IN1,27,"Andrews, J"
645,Pitt Community College,ACA-090-04IN,4,"Simonowich, P"
646,Pitt Community College,ACA-090-05IN,2,"Bush, R"
647,Pitt Community College,ACA-090-10IN,2,"Bush, R"
648,Pitt Community College,ACA-090-13IN,18,
649,Pitt Community College,ACA-111-01IN,1,"King, D"
650,Pitt Community College,ACA-111-02IN,6,"Dixon, L"
651,Pitt Community College,ACA-111-03IN,10,"Ceres, S"
652,Pitt Community College,ACA-111-04IN,2,"Dixon, L"
653,Pitt Community College,ACA-111-05IN,1,"King, D"
654,Pitt Community College,ACA-111-06IN,5,"King, D"
655,Pitt Community College,ACA-111-07IN,5,"King, D"
656,Pitt Community College,ACA-111-08IN,2,"King, D"
657,Pitt Community College,ACA-111-09IN,10,"Ceres, S"
658,Pitt Community College,ACA-111-10IN,1,"Dixon, L"
659,Pitt Community College,ACA-111-11IN,5,"Ceres, S"
660,Pitt Community College,ACA-111-12IN,2,"Dixon, L"
661,Pitt Community College,ACA-111-13IN,7,"Stephenson, A"
662,Pitt Community College,ACA-111-14IN,3,"Dixon, L"
663,Pitt Community College,ACA-111-15IN,3,"Ceres, S"
664,Pitt Community College,ACA-111-20IN,5,"Simonowich, P"
665,Pitt Community College,ACA-111-21IN,3,"Simonowich, P"
666,Pitt Community College,ACA-111-22IN,3,"Simonowich, P"
667,Pitt Community College,ACA-111-23IN,5,"Clinefelter, C"
668,Pitt Community College,ACA-111-24IN,1,"Jesmer, N"
669,Pitt Community College,ACA-111-25IN,1,"Jesmer, N"
670,Pitt Community College,ACA-111-26IN,0,"Jesmer, N"
671,Pitt Community College,ACA-111-27IN,4,"Stephenson, A"
672,Pitt Community College,ACA-111-28IN,6,"Jones, T"
673,Pitt Community College,ACA-111-29IN,3,"Poyner, D"
674,Pitt Community College,ACA-111-30IN,0,"Lee, C"
675,Pitt Community College,ACA-111-31IN,9,"Clinefelter, S"
676,Pitt Community College,ACA-111-32IN,6,"Speas, K"
677,Pitt Community College,ACA-111-33IN,1,"Waters, K"
678,Pitt Community College,ACA-111-34IN,3,"Mathews, S"
679,Pitt Community College,ACA-111-36IN,0,"Simonowich, P"
680,Pitt Community College,ACA-111-80IN,3,"Carrere, J"
681,Pitt Community College,ACA-111-81IN,1,"Bain, A"
682,Pitt Community College,ACA-122-01IN,2,"Ceres, S"
683,Pitt Community College,ACA-122-02IN,2,"Joyner, D"
684,Pitt Community College,ACA-122-03IN,1,"Dixon, L"
685,Pitt Community College,ACA-122-04IN,5,"Joyner, D"
686,Pitt Community College,ACA-122-06IN,3,"King, D"
687,Pitt Community College,ACA-122-07IN,2,"Ceres, S"
688,Pitt Community College,ACA-122-09IN,3,"King, D"
689,Pitt Community College,ACA-122-10IN,0,"Joyner, D"
690,Pitt Community College,ACA-122-11IN,3,"Dixon, L"
691,Pitt Community College,ACA-122-12IN,2,"Joyner, D"
692,Pitt Community College,ACA-122-13IN,5,"Nichols, Z"
693,Pitt Community College,ACA-122-14IN,2,"Chamberlain, L"
694,Pitt Community College,ACA-122-15IN,2,"Chamberlain, L"
695,Pitt Community College,ACA-122-16IN,2,"Chamberlain, L"
696,Pitt Community College,ACA-122-17IN,3,"Chamberlain, L"
697,Pitt Community College,ACA-122-18IN,3,"Chamberlain, L"
698,Pitt Community College,ACA-122-19IN,3,"Joyner, D"
699,Pitt Community College,ACA-122-20IN,1,"King, D"
700,Pitt Community College,ACA-122-21IN,2,"Dixon, L"
701,Pitt Community College,ACA-122-22IN,4,"Ceres, S"
702,Pitt Community College,ACA-122-49IN,8,"Goodman, C"
703,Pitt Community College,ACA-122-50IN,8,"Goodman, C"
704,Pitt Community College,ACA-122-80IN,1,"Waddell, R"
705,Pitt Community College,ACC-111-02IN,1,"Rhem, D"
706,Pitt Community College,ACC-120-05IN,4,"Flower, C"
707,Pitt Community College,ACC-120-06IN,4,"Flower, C"
708,Pitt Community College,ACC-120-07IN,0,"Harrell, S"
709,Pitt Community College,ACC-120-08IN,2,"Daugherty, J"
710,Pitt Community College,ACC-121-03IN,0,"Mozingo, K"
711,Pitt Community College,ACC-150-01IN,12,"Dorsey, A"
712,Pitt Community College,ACC-267-01IN,5,"Mozingo, K"
713,Pitt Community College,ACC-269-01IN,15,"Broadwell, T"
714,Pitt Community College,AHR-213-01IN,0,"Drury, K"
715,Pitt Community College,AHR-213-02IN,0,"Drury, K"
716,Pitt Community College,ARC-230-02IN,6,"Hofler, W"
717,Pitt Community College,ARC-231-80HY,1,"Markland, L"
718,Pitt Community College,ART-111-01IN,1,"Crowell, C"
719,Pitt Community College,ART-111-02IN,3,"Amante, M"
720,Pitt Community College,ART-111-03IN,4,"Amante, M"
721,Pitt Community College,ART-111-04IN,3,"Krutsch, J"
722,Pitt Community College,ART-111-05IN,0,"Barrow, K"
723,Pitt Community College,ART-111-06IN,0,"Crowell, C"
724,Pitt Community College,ART-111-07IN,1,"Hill, M"
725,Pitt Community College,ART-111-08IN,2,"Lloyd, C"
726,Pitt Community College,ART-111-09IN,2,"Barrow, K"
727,Pitt Community College,ART-111-10IN,1,"Hill, M"
728,Pitt Community College,ART-111-17IN,4,"Valentine, C"
729,Pitt Community College,ART-111-21IN,2,"Hayes, P"
730,Pitt Community College,ART-111-22IN,5,"Steiner, E"
731,Pitt Community College,ART-111-23IN,1,"Smith, E"
732,Pitt Community College,ART-111-24IN,0,"Smith, E"
733,Pitt Community College,ART-111-29IN,1,"Steiner, E"
734,Pitt Community College,ART-111-32IN,3,"Hill, M"
735,Pitt Community College,ART-111-33IN,0,"Smith, E"
736,Pitt Community College,ART-111-34IN,5,"Valentine, C"
737,Pitt Community College,ART-111-35IN,1,"Hargroder, L"
738,Pitt Community College,ART-111-36IN,1,"Lang, J"
739,Pitt Community College,ART-111-37IN,0,"Lang, J"
740,Pitt Community College,ART-111-38IN,0,"Steiner, E"
741,Pitt Community College,ART-111-39IN,7,"Krutsch, J"
742,Pitt Community College,ART-111-40IN,15,"Hargroder, L"
743,Pitt Community College,ART-114-01IN,4,"Modlin, M"
744,Pitt Community College,ART-114-02IN,7,"Modlin, M"
745,Pitt Community College,ART-114-03IN,4,"Hayes, P"
746,Pitt Community College,ART-115-01IN,10,"Crowell, C"
747,Pitt Community College,ART-115-04IN,7,"Amante, M"
748,Pitt Community College,ART-117-01IN,10,"Amante, M"
749,Pitt Community College,ART-131-04IN,3,"Koontz, L"
750,Pitt Community College,ART-171-01IN,3,"Knedler, E"
751,Pitt Community College,ART-260-01IN,13,"Keough, P"
752,Pitt Community College,ART-275-02IN,8,"Knedler, E"
753,Pitt Community College,ASL-111-01IN,11,"Franklin, N"
754,Pitt Community College,ASL-111-02IN,13,"Franklin, N"
755,Pitt Community College,ASL-111-03IN,14,"Franklin, N"
756,Pitt Community College,ASL-112-01IN,20,"Franklin, N"
757,Pitt Community College,ASL-181-01IN,11,"Franklin, N"
758,Pitt Community College,ASL-181-02IN,13,"Franklin, N"
759,Pitt Community College,ASL-181-80IN,14,"Franklin, N"
760,Pitt Community College,ASL-182-01IN,20,"Franklin, N"
761,Pitt Community College,AST-111-03IN,9,"Goodman, C"
762,Pitt Community College,AST-111-80IN,0,"Goodman, C"
763,Pitt Community College,AST-111-81IN,1,"Goodman, C"
764,Pitt Community College,BAF-143-01IN,12,"Taylor, D"
765,Pitt Community College,BIO-110-01IN,5,"Clift, L"
766,Pitt Community College,BIO-110-02IN,0,"Clift, L"
767,Pitt Community College,BIO-110-03IN,6,"Chauncey, S"
768,Pitt Community College,BIO-110-04IN,3,"Chauncey, S"
769,Pitt Community College,BIO-110-06IN,2,"Chauncey, S"
770,Pitt Community College,BIO-110-07IN,7,"Chauncey, S"
771,Pitt Community College,BIO-110-09IN,12,"Clift, L"
772,Pitt Community College,BIO-111-05IN,3,"Bivans, D"
773,Pitt Community College,BIO-111-06IN,4,"Bivans, D"
774,Pitt Community College,BIO-111-07IN,4,"Bivans, D"
775,Pitt Community College,BIO-111-08IN,6,"Atchison, T"
776,Pitt Community College,BIO-111-09IN,6,"Bivans, D"
